ID,Año,Versión,Área,Promesa,Cumplimiento Total,Coherencia Total,,Boletín,Título del proyecto,Link,1° trámite,Veto,Insistencia,2°-3° trámite,Comisión Mixta,Tribunal Constitucional,Aprobación Presidencial,Promulgado,"Rechazado
/Retirado",Avance,Simple,Suma,Inmediata,Total,Marginal,Parcial Minima,Parcial alto,Total,"Escala de Coherencia
",Justificación,
186,2016,junio,Trabajo y Prevision social,"En nuestro país el peso del cuidado de los hijos cuyos padres trabajan recae sólo en las mujeres. Para evitar esta discriminación negativa eliminaremos el artículo 203 del Código del Trabajo que impone tener una sala cuna en las empresas con 20 ó más mujeres. Para cubrir los costos de las salas cunas, crearemos un fondo solidario - constituido con aportes de trabajadores, empleadores y del Estado- que financiará un sistema universal de cuidado infantil y estimulación temprana para todos los hijos e hijas de trabajadores y trabajadoras.",0%,1,,,,,,,,,,,,,,0,,,,0,,,,,1,,
187,2016,julio,Trabajo y Prevision social,"Para enfrentar el conjunto de programas y desafíos descritos se requiere implementar un importante proceso de modernización y fortalecimiento del SENCE. Separaremos las funciones de fiscalización, de administración y de los recursos asignados a la capacitación laboral.",0%,1,,,,,,,,,,,,,,0,,,,0,,,,,1,,
188,2016,agosto,Trabajo y Prevision social,Impulsaremos un conjunto de perfeccionamientos al Seguro de Cesantía,100%,4,,9126-13,Modifica el Seguro de Cesantía de la ley N° 19.728.,,,,,,,,,1,,1,,2,,2,,,,1,4,Ver ley 20.829: http://www.leychile.cl/Navegar?idLey=20829&tipoVersion=0,
189,2016,septiembre,Transporte y Telecomunicaciones,"Por otro lado, en cuanto a la gestión de los sistemas de transporte en las ciudades, crearemos la Autoridad Metropolitana de Transportes para cada área metropolitana.",0%,1,,,,,,,,,,,,,,0,,,,0,,,,,1,,
190,2016,octubre,Transporte y Telecomunicaciones,"Reforzaremos las facultades de los organismos fiscalizadores, aumentando el personal destinado a estas labores y estudiaremos modificaciones de ley para endurecer las multas y simplificar el proceso de cargos ante un deficiente servicio. Impondremos estándares internacionales que permitan implementar normativas técnicas a los servicios de telecomunicaciones, acordes con nuestro grado de desarrollo.",0%,1,,,,,,,,,,,,,,0,,,,0,,,,,1,,
191,2016,noviembre,Transporte y Telecomunicaciones,"Para el acceso a Internet y a banda ancha estableceremos una normativa que permita un amplio acceso de la población, con obligaciones expresas para las empresas, entre otras, de servicio en su zona de concesión, atención de usuarios y cumplimiento de normativas técnicas.",0%,1,,,,,,,,,,,,,,0,,,,0,,,,,1,,
192,2016,diciembre,Transporte y Telecomunicaciones,"En materia de competencia en la industria de las telecomunicaciones, modificaremos el régimen tarifario vigente, concentrado exclusivamente en los servicios públicos de telefonía para que, con previo pronunciamiento del Tribunal de Defensa de la Libre Competencia, se puedan fijar otras tarifas destinadas a público final o a otros proveedores de telecomunicaciones, entre ellas las de acceso a internet. Estableceremos un organismo independiente y colegiado que resuelva divergencias que se presenten entre las partes en el proceso de fijación de tarifas.",0%,1,,,,,,,,,,,,,,0,,,,0,,,,,1,,
193,2016,enero,Transporte y Telecomunicaciones,"Adicionalmente, modificaremos el régimen de concesiones para que se pueda prestar múltiples servicios a través de una misma red.",40%,4,,9541-15,"Modifica la ley N° 18.168, General de Telecomunicaciones, en materia de concesiones sobre el espectro radioeléctrico, permitiendo el desarrollo de un mercado secundario ",http://congresoabierto.cl/proyectos/9541-15,1,,,,,,,,,"0,4",5,,,5,,,,1,4,"El proyecto busca permitir que el espectro radioeléctrico que se encuentre subutilizado, pueda ser ofrecido a demás concesionarias o empresas que requieran aumentar su capacidad espectral, durante la vigencia de las autorizaciones dadas previamente por el Estado, para  extender la cobertura geográfica de los servicios y mejorar la calidad de los mismos.",
194,2016,febrero,Vivienda y Urbanismo,"Para proyectos inmobiliarios y de infraestructura de escala mayor estableceremos las normas y procedimientos para que estén obligados a resolver su impacto urbano y no solo su impacto vial, como hoy.",0%,1,,,,,,,,,,,,,,0,,,,0,,,,,1,,
195,2016,marzo,Vivienda y Urbanismo,"Cabe también plantearnos el desafío de generar nuevos programas habitacionales y de subsidios destinados a atender requerimientos de la ciudadanía que hoy no tienen respuesta o ayuda del Estado, en especial, para aquellos que ya tienen casa, pero que sus condiciones de vida están afectadas gravemente por el deterioro de sus viviendas y barrios y, para los que están en condiciones de ruralidad, revisando la normativa sanitaria, que impide su materialización.",0%,1,,,,,,,,,,,,,,0,,,,0,,,,,1,,
196,2016,abril,Vivienda y Urbanismo,"Además, crearemos un nuevo subsidio destinado a mejorar espacios comunes o hacer reparaciones en viviendas de sectores medios.",0%,1,,,,,,,,,,,,,,0,,,,0,,,,,1,,
197,2016,mayo,Vivienda y Urbanismo,"Como una medida de protección a la clase media y sectores vulnerables, estableceremos una normativa que obligue a las empresas constructoras, a entregar a cada condominio el conjunto de especificaciones técnicas, los planos, el listado de proveedores y los subcontratistas de especialidades del inmueble vendido.",0%,1,,,,,,,,,,,,,,0,,,,0,,,,,1,,
198,2016,junio,Vivienda y Urbanismo,"La Comisión Interministerial de Ciudad, Vivienda y Territorio elaborará una política de suelo con medidas legales, reglamentarias y de gestión que permitan garantizar que el Estado acceda a suelos públicos y privados de calidad, integrados socialmente con la ciudad y que permitan desarrollar en ellos distintas intervenciones urbanas y habitacionales.",100%,2,,9845-14,"Establece una disposición interpretativa del inciso primero del artículo 10 de la ley N° 19.537, en materia de espacios que sean bienes nacionales de uso público y los de dominio comunitario en el régimen de copropiedad inmobiliaria.",http://congresoabierto.cl/proyectos/9845-14,,,,,,,,1,,1,,,,0,,1,,,2,"Se busca establecer de modo expreso la interpretación de una norma sobre Copropiedad Inmobiliaria en el sentido que los espacios públicos que se incorporarán al dominio nacional de uso público serán solo aquellos que estuvieren considerados en el respectivo plan regulador. No obstante, no contiene la política de suelos íntegra.",
199,2016,julio,Vivienda y Urbanismo,"El Ministerio de Bienes Nacionales contará con nuevas competencias, recursos e instrumentos legales que le permitirán proveer de terrenos para proyectos de los distintos ministerios.",0%,1,,,,,,,,,,,,,,0,,,,0,,,,,1,,
210,2016,agosto,,,29%,2,,,,,,,,,,,,,,,,,,,,,,,,,
