uid,area,titulo,promesa,avance_total,boletin,titulo_proyecto,link,1° tramite,veto,insistencia,2°-3° tramite,comision_mixta,tribunal_constitucional,aprobacion_presidencial,promulgado,rechazado/retirado,nombre_avance,avance,simple,suma,inmediata,total_urgencias,ja_porque
174,Trabajo y Previsión Social,Trabajo en plataformas digitales,Una legislación en torno al trabajo en plataformas digitales permitirá el reconocimiento de los derechos individuales y colectivos de quienes son falsamente tratados hoy como “socios”. ,100%,11934-15,Regula a las aplicaciones de transporte remunerado de pasajeros y los servicios que a través de ellas se preste,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=12456&prmBOLETIN=11934-15,,,,,,,,1,,Promulgado,1,,,,0,El proyecto de ley asociado se encuentra publicado y es Ley de la República.
175,Trabajo y Previsión Social,Rediseño del Seguro de Cesantía,"Rediseñaremos el Seguro de Cesantía, para que responda de forma más enérgica a los periodos de desempleo largo que sufren las y los trabajadores, con un aumento de montos, porcentajes y períodos en el uso de seguro, con un traspaso expedito entre  el uso de la Cuenta Individual de Cesantía de aporte del empleador y el uso del Fondo de Cesantía Solidario.",100%,15990-13,"Flexibiliza los requisitos de acceso, incrementa el monto de las prestaciones al seguro de desempleo de la ley Nº 19.728 y establece otras modificaciones que indica",http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=15990-13,,,,,,,,1,,Promulgado,1,,11,1,12,El proyecto de ley asociado se encuentra publicado y es Ley de la República.
176,Trabajo y Previsión Social,Negociación Ramal,"Ampliación de la cobertura de la negociación colectiva, caracterizada como multinivel, lo que incluye la negociación ramal, simplificando su procedimiento,  ampliando las materias de negociación, eliminando las restricciones actuales.",0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
177,Trabajo y Previsión Social,Igualdad en las labores de cuidado,Fortaleceremos una normativa tendiente a la igualdad en las labores de cuidado.,100%,16092-13,"Modifica el Título II del Libro II del Código del Trabajo ""De la protección a la maternidad, paternidad y vida familiar"" y regula un régimen de trabajo a distancia y teletrabajo en las condiciones que indica.",http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=16092-13,,,,,,,,1,,Promulgado,1,,6,1,7,El proyecto de ley asociado se encuentra publicado y es Ley de la República.
178,Trabajo y Previsión Social,Igualdad condiciones laborales,"Terminando con la arbitrariedad en las condiciones laborales y remuneraciones hacia cualquier grupo social (mujeres, migrantes, jóvenes, personas ancianas o pueblos originarios).",0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
179,Trabajo y Previsión Social,Normas de término de la relación laboral ,"Revisaremos las normas de término de la relación laboral en el sector privado, analizando el alcance del despido por necesidades de la empresa y el tope de las indemnizaciones por años de servicio. Asimismo revisaremos la situacion de dicho derecho en el caso de muerte del trabajador o trabajadora",0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
180,Trabajo y Previsión Social,Subcontratación ," Para fortalecer la igualdad en el empleo, revisaremos la regulación de la subcontratación en Chile.",0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
181,Trabajo y Previsión Social,"Licencias de cuidados
para todas las personas trabajadoras",Avanzaremos efectivamente en licencias de cuidados para todas las personas trabajadoras.,100%,15708-13,"Introduce modificaciones en la ley N°21.063, que crea un seguro para el acompañamiento de niños y niñas que padezcan las enfermedades que indica y modifica el Código del Trabajo para estos efectos",http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=15708-13,,,,,,,,1,,Promulgado,1,,14,1,15,El proyecto de ley asociado se encuentra publicado y es Ley de la República.
182,Trabajo y Previsión Social,Sala cuna universal,"Derecho a sala cuna universal, sin distinción de género, con mayor cobertura en términos de fuero.",40%,14782-13,"Equipara el derecho de sala cuna para las trabajadoras, los trabajadores y los independientes que indica, en las condiciones que establece, modifica el Código del Trabajo para tales efectos y crea un fondo solidario de sala cuna.",http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=14782-13,1,,,,,,,,,Primer Tramite,"0,4",,,,0,El proyecto de ley asociado se encuentra en Primer Tramite constitucional
183,Trabajo y Previsión Social,Tutela de derechos fundamentales para mujeres embarazadas,"Revisaremos el Código del Trabajo en materias como el procedimiento de tutela de derechos fundamentales, cuyo catálogo de categorías sospechosas no  considera la discriminación que pueda sufrir la mujer por razón de maternidad o embarazo, lo que constituye discriminación directa por razón de género.
",0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
184,Trabajo y Previsión Social,"Garantizar
espacios de trabajo seguros para las mujeres","Trabajaremos en proyectos de ley para garantizar espacios de trabajo seguros para las mujeres, identificando como dos ilícitos claramente diferenciables los  fenómenos de acoso sexual o acoso por razón de género, siendo ambos violencia de género en el trabajo. Necesitamos mejorar las garantías para las denunciantes y establecer penas o castigos que reconduzcan la conducta en los espacios de trabajo.",100%,15093-13,"Modifica el Código del Trabajo y otros cuerpos legales, en materia de prevención, investigación y sanción del acoso laboral, sexual o de violencia en el trabajo",http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=15093-13,,,,,,,,1,,Promulgado,1,,8,4,12,El proyecto de ley asociado se encuentra publicado y es Ley de la República.
185,Trabajo y Previsión Social,Salario mínimo,"En nuestro gobierno iniciaremos una alza escalonada del salario mínimo, con el objetivo de que nadie que trabaje una jornada completa viva junto a su familia bajo la línea de la pobreza superando los $500.000 al final del Gobierno.",100%,15864-13,"Reajusta el monto del ingreso mínimo mensual, aumenta el universo de beneficiarios y beneficiarias de la asignación familiar y maternal, y extiende el ingreso mínimo garantizado y el subsidio temporal a las micro, pequeñas y medianas empresas en la forma que indica",http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=15864-13,,,,,,,,1,,Promulgado,1,,,4,,El proyecto de ley asociado se encuentra publicado y es Ley de la República.
186,Trabajo y Previsión Social,Repartición de gratificaciones legales,"Normaremos las gratificaciones legales, de manera que se repartan efectivamente utilidades entre los y las trabajadoras de la empresa.",0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
187,Trabajo y Previsión Social,Igualdad de remuneraciones entre hombres y mujeres,"Debemos modificar la ley de igualdad de remuneraciones, la cual a 12 años de su aprobación ha demostrado ser totalmente ineficaz para reducir la brecha salarial entre mujeres y hombres",70%,12719-13,"Modifica el Código del Trabajo para exigir a las empresas información sobre el número de trabajadoras y trabajadores contratados, y sobre las brechas salariales existentes entre ellos",http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12719-13,,,,1,,,,,,Segundo Tramite,"0,7",5,,,5,El proyecto de ley asociado se encuentra en Segundo Tramite constitucional
188,Trabajo y Previsión Social,Nuevo sistema de pensiones,"Proponemos la creación de un sistema sin AFP que permita aumentar las pensiones de los actuales y futuros jubilados, y que materialice el derecho a la seguridad social. Un sistema moderno, tripartito, solidario, público y suficiente, con estándares internacionales, que sea sustentable en el tiempo.",0%,,"Crea un nuevo Sistema Mixto de Pensiones y un Seguro Social en el pilar contributivo, mejora la Pensión Garantizada Universal y establece beneficios y modificaciones regulatorias que indica",https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=16006&prmBOLETIN=15480-13 ,,,,,,,,,,,0,2,8,,0,No se conocen proyectos de ley asociados a esta promesa.
189,Trabajo y Previsión Social,Pensión Básica Universal ,"Pilar No Contributivo: se establecerá de manera gradual una Pensión Básica Universal (PBU) de $250.000 mensuales para toda la población de 65 y
más años. Será una pensión mínima garantizada por  el Estado, independiente de tener o no cotizaciones sociales. Se irá ajustando para cubrir los criterios de suficiencia y dignidad.",90%,15480-13,"Crea un nuevo Sistema Mixto de Pensiones y un Seguro Social en el pilar contributivo, mejora la Pensión Garantizada Universal y establece beneficios y modificaciones regulatorias que indica",http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=15480-13,,,,,,,1,,,Aprobación Presidencial,"0,9",2,8,,10,El proyecto de ley asociado se encuentra en Tribunal Constitucional o a la espera de de Aprobación Presidencial.
190,Trabajo y Previsión Social,Fondo de Reserva,"Para asegurar su sustentabilidad (PBU) en el largo plazo se propone crear un Fondo de Reserva, construido sobre el actual Fondo de Reserva de Pensiones (FRP).",90%,15480-13,"Crea un nuevo Sistema Mixto de Pensiones y un Seguro Social en el pilar contributivo, mejora la Pensión Garantizada Universal y establece beneficios y modificaciones regulatorias que indica",http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=15480-13,,,,,,,1,,,Aprobación Presidencial,"0,9",2,8,,10,El proyecto de ley asociado se encuentra en Tribunal Constitucional o a la espera de de Aprobación Presidencial.
191,Trabajo y Previsión Social,"Aumento de la cotización, a cargo del empleador","Se propone un aumento de 6 por ciento de la cotización, a cargo del empleador, por lo tanto la contribución total será de 18 por ciento. El aumento será gradual, para mitigar los  impactos en el mercado laboral. En el caso de los trabajadores y trabajadoras independientes, cotizarán el aporte que corresponde solo al trabajador. En ambos casos se propone avanzar progresivamente en eliminar el tope imponible",40%,15480,"Crea un nuevo Sistema Mixto de Pensiones y un Seguro Social en el pilar contributivo, mejora la Pensión Garantizada Universal y establece beneficios y modificaciones regulatorias que indica",,1,,,,,,,,,Primer Tramite,"0,4",2,8,,10,El proyecto de ley asociado se encuentra en Primer Tramite constitucional
192,Trabajo y Previsión Social,Ahorro previsional voluntario,"Pilar de ahorro voluntario: para las personas que quieran y puedan ahorrar para la vejez, al momento de pensionarse estos ahorros se suman como un complemento a la futura pensión otorgada por los primeros pilares",90%,15480-13,"Crea un nuevo Sistema Mixto de Pensiones y un Seguro Social en el pilar contributivo, mejora la Pensión Garantizada Universal y establece beneficios y modificaciones regulatorias que indica",http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=15480-13,,,,,,,1,,,Aprobación Presidencial,"0,9",2,8,,10,El proyecto de ley asociado se encuentra en Tribunal Constitucional o a la espera de de Aprobación Presidencial.
193,Trabajo y Previsión Social,Pilar Contributivo del sistema de pensiones,"Pilar Contributivo: a la PBU se suman los beneficios que dependen de la contribución durante la vida laboral activa. Estas contribuciones sociales
de las personas irán a un nuevo sistema de cuentas de registro individual previsional administrado por un órgano público autónomo y técnicamente idóneo.",90%,15480-13,"Crea un nuevo Sistema Mixto de Pensiones y un Seguro Social en el pilar contributivo, mejora la Pensión Garantizada Universal y establece beneficios y modificaciones regulatorias que indica",http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=15480-13,,,,,,,1,,,Aprobación Presidencial,"0,9",2,8,,10,El proyecto de ley asociado se encuentra en Tribunal Constitucional o a la espera de de Aprobación Presidencial.
194,Trabajo y Previsión Social,Contribuciones a trabajo no remunerado,"Además de los aportes individuales, se considerará el trabajo de cuidados no remunerado, y se subsidiarán los períodos de desempleo, con tablas unisex para cada generación.",90%,15480-13,"Crea un nuevo Sistema Mixto de Pensiones y un Seguro Social en el pilar contributivo, mejora la Pensión Garantizada Universal y establece beneficios y modificaciones regulatorias que indica",http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=15480-13,,,,,,,1,,,Aprobación Presidencial,"0,9",2,8,,10,El proyecto de ley asociado se encuentra en Tribunal Constitucional o a la espera de de Aprobación Presidencial.
195,Trabajo y Previsión Social,Organo publico  encargado de la Administración del nuevo sistema de pensiones,"Proponemos crear un órgano público autónomo, técnico, paritario y con representación incidente de las y los trabajadores, que invierta gradualmente esos  recursos con reglas de inversión justas y sostenibles. El objetivo de este órgano es administrar el pilar no contributivo y el pilar contributivo. El ahorro voluntario  podrá ser administrado por instituciones privadas reguladas, a elección del cotizante.",0%,,,,,,,,,,,,,,0,,,,,No se conocen proyectos de ley asociados a esta promesa.
196,Trabajo y Previsión Social,Representantes de afiliados en empresas,"Proponemos que en los directorios de las empresas en donde sean invertidos los recursos del nuevo sistema de pensiones haya representantes de afiliadas y afiliados, que sean elegidos de manera democrática.",0%,,,,,,,,,,,,,,0,,,,,No se conocen proyectos de ley asociados a esta promesa.
197,Trabajo y Previsión Social,Salario mínimo para cuidadores,"Reconoceremos el trabajo de las personas menores de 60 años que dedican su jornada a cuidar de alguna persona dependiente severa, por un valor igual al salario mínimo, el que será imponible y transformará a estas personas cuidadoras en contribuyentes del sistema de seguridad social",0%,,,,,,,,,,,,,,0,,,,,No se conocen proyectos de ley asociados a esta promesa.
198,Trabajo y Previsión Social,Regulación del trabajo sexual,"Avanzaremos hacia el reconocimiento y la regulación del trabajo sexual, priorizando la protección y el bienestar de quienes se desempeñan en este sector al garantizar sus derechos sociales.",0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
199,Trabajo y Previsión Social,Actualización de la Ley de Inclusión Laboral ,"Actualizaremos  la Ley de Inclusión Laboral que aumente la cuota de personas con discapacidad en puestos de trabajo, mejore las competencias de la Dirección del Trabajo en el monitoreo del cumplimiento de la ley y siente las bases para la creación de un Sistema Integrado de Formación y Capacitación Laboral que aborde las necesidades de la población con  discapacidad.",0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
200,Transporte y Telecomunicaciones,"Modernizacion regulación de los operadores
de telecomunicaciones","Modernizaremos la regulación de los operadores de telecomunicaciones, definiendo las telecomunicaciones como servicio básico, lo que obligará a mejorar cobertura y estándares de calidad del servicio.",100%,11632-15,Para reconocer el acceso a internet como un servicio público de telecomunicaciones.,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=11632-15,,,,,,,,1,,Promulgado,1,15,12,10,37,El proyecto de ley asociado se encuentra publicado y es Ley de la República.
201,Transporte y Telecomunicaciones,Subsidio tarifas telecomunicaciones,"Con respecto a las tarifas, en el corto plazo, además de diversificar la oferta y el mercado, se podrán establecer mecanismos de subsidios para las cuentas de familias sin capacidad de pago. ",100%,11632-15,Para reconocer el acceso a internet como un servicio público de telecomunicaciones.,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=11632-15,,,,,,,,1,,Promulgado,1,15,12,10,37,El proyecto de ley asociado se encuentra publicado y es Ley de la República.
202,Transporte y Telecomunicaciones,Modificación del Fondo de Desarrollo de las Telecomunicaciones,"En el mediano plazo, estos subsidios públicos serán reemplazados por esquemas tarifarios que tengan componentes progresivos, de manera similar a lo que hoy existe en la regulación de los servicios sanitarios. Ello implica una modificación del actual Fondo de Desarrollo de las Telecomunicaciones (FDT).",0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
203,Transporte y Telecomunicaciones,Creacion empresa estatal de redes de telecomunicaciones,"En términos de provisión pública, crearemos una empresa estatal de redes de telecomunicaciones orientada a la ejecución de proyectos de
infraestructura troncal pública y a la operación de fibra óptica.",0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
204,Transporte y Telecomunicaciones,Modernizacion Ley General de Telecomunicaciones,"Modernizaremos la Ley General de Telecomunicaciones para que este bien sea licitado y no entregado sin grandes requerimientos a las empresas, como se hizo durante gran parte de los últimos treinta años. Además, se debe reducir la duración de las licencias de 30 a 15 años (como en la mayoría de los países OCDE)",0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
205,Transporte y Telecomunicaciones,"Ley de datos
personales ","Le daremos urgencia a la tramitación de una nueva ley de datos personales que dé cuenta de los desafíos actuales
del entorno en línea, la inteligencia artificial, el big data y el uso de otras tecnologías, incluyendo estándares de protección reconocidos por la OCDE y en línea con la regulación europea.",100%,11144-07,Regula la protección y el tratamiento de los datos personales y crea la Agencia de Protección de Datos Personales.,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=11144-07,,,,,,,,1,,Promulgado,1,1,43,2,46,El proyecto de ley asociado se encuentra publicado y es Ley de la República.
206,Transporte y Telecomunicaciones,Ley CATI, Patrocinaremos activamente la promulgación de la Ley CATI y dispondremos los recursos necesarios para su implementación.,100%,9252-15,Crea un Sistema de Tratamiento Automatizado de Infracciones del Tránsito y modifica las leyes N° 18.287 y N° 18.290,https://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=9252-15,,,,,,,,1,,Promulgado,1,9,5,1,15,El proyecto de ley asociado se encuentra publicado y es Ley de la República.
207,Transporte y Telecomunicaciones,Ley de Movilidad,"Avanzaremos en diseños de infraestructura coherentes y acordes, promoviendo y destinando recursos a la materialización de 50 zonas de tránsito calmado. Todo ello potenciado en un marco fijado por una Ley y Política de Movilidad.",0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
208,Transporte y Telecomunicaciones,Nuevo Sistema de Medios Públicos,"Se propone desarrollar un Nuevo Sistema de Medios Públicos (NSMP), más robusto que el actual, que incluya televisión, radio y multiplataformas. Con ello  esperamos proteger el patrimonio simbólico y que el nuevo sistema se constituya como un espacio para el desarrollo de la ciudadanía y sus expresiones de diversidad, que fomente la paridad de género, la interculturalidad, y la circulación de conocimientos local, regional y nacional. (...)
Cada medio dentro del SNMP tendrá su propio
directorio, con total independencia del gobierno en
ejercicio; serán descentralizados en su estructura de
administración y producción de contenidos.",0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
209,Transporte y Telecomunicaciones,Ley de distribución independientes de medios,"Bajo la mirada descentralizadora, fortaleceremos el sector de los medios regionales, locales y comunitarios, atendiendo a su diversidad de plataformas, así como de modelos de gestión y administración (municipales, comerciales, comunitarios, de pueblos originarios y universitarios). Esto supone asegurar una distribución equitativa de frecuencias de radio y TV, y la descentralización de la distribución en prensa escrita, a través de una ley que resguarde la distribución independiente.",0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
210,Vivienda y Urbanismo,Sistema de Planificación y Ordenamiento Territorial Rural," En el marco de la Ley de Ordenamiento Territorial, crearemos un Sistema de Planificación y Ordenamiento Territorial para las zonas rurales.",0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
211,Vivienda y Urbanismo,Política de Suelo,"Política de Suelo, impulsando proyectos de ley para crear un sistema de adquisición preferente de suelo con fines urbanohabitacionales y para la creación de instrumentos de captura de plusvalía que respondan a un criterio de justicia y equidad urbana que permitan la sustentabilidad financiera en el tiempo.",100%,12288-14,"Sobre integración social en la planificación urbana, gestión de suelo y plan de emergencia habitacional","http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12288-14
",,,,,,,,1,,Promulgado,1,,,,0,El proyecto de ley asociado se encuentra publicado y es Ley de la República.
212,Vivienda y Urbanismo,Ajustes normativos a la copropiedad,"Ajustes normativos que aborden los problemas relacionados con la copropiedad y propicien otros mecanismos de tenencia, de forma de hacer más expeditas estas iniciativas.",100%,15552-14,Modifica diversos cuerpos normativos para adecuarlos al plan de emergencia habitacional y facilitar la ejecución de obras urbanas,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=15552-14,,,,,,,,1,,Promulgado,1,,4,8,12,El proyecto de ley asociado se encuentra publicado y es Ley de la República.
213,Vivienda y Urbanismo,Empresas Públicas Regionales de Construcción Sustentable,"Construiremos viviendas dignas hechas con materiales de bajo impacto ambiental, con innovación, estandarización e industrialización de sistemas  constructivos, optimizando costos, plazos y residuos de construcción. Para esto se impulsará la creación de Empresas Públicas Regionales de Construcción Sustentable, trabajando con mipymes, proveedores locales, universidades e institutos que participen en los procesos de capacitación y certificación, para migrar a nuevos métodos industrializados de construcción, respetando siempre la autonomía y costumbres locales.",0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
214,Vivienda y Urbanismo,Empresa Pública Autónoma Comercializadora de Materiales de Construcción,"Crearemos la Empresa Pública Autónoma Comercializadora de Materiales de Construcción (FERRABAST), que considerará la construcción en regiones de  Ferreterías Populares que permitan reducir el costo de materiales, priorizando aquellos que permitan el acondicionamiento térmico de viviendas nuevas y existentes.",0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
215,Vivienda y Urbanismo,"Ley de Ordenamiento
Territorial"," La Ley de Ordenamiento Territorial será el marco normativo que unifique actores y metodologías, y garantice el cumplimiento de estándares mínimos para el desarrollo territorial vinculado a objetivos de integración social, al sistema nacional de cuidados y a la protección del medioambiente. Esta ley, además, debería sugerir una zonificación a nivel regional con perspectiva de protección ambiental, económica y social. Cada Gobierno Regional será responsable de planificar y normar su territorio con las herramientas y los objetivos planteados en dicha ley.",0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
216,Vivienda y Urbanismo,Sistema de Planificación y Ordenamiento Territorial,"Dentro del marco de la discusión de la Ley de Ordenamiento Territorial, implementaremos un Sistema de Planificación y Ordenamiento Territorial, que permita el vínculo y coordinación efectiva entre niveles regionales, intercomunales,  comunales y barriales. En lo anterior, fortaleceremos a los Gobiernos Regionales como actor principal de la planificación de los programas de vivienda y del territorio, entregándoles las competencias para colaborar en la adquisición de suelos y gestión de la vivienda pública.",40%,17251-14,Modifica diversos cuerpos legales con el objeto de fortalecer y modernizar el sistema de planificación territorial del país,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=17251-14,1,,,,,,,,,Primer Tramite,"0,4",,,,0,El proyecto de ley asociado se encuentra en Primer Tramite constitucional
,,,,,,,,,,,,,,,,,,,,,,,
,,,,38%,,,,,,,,,,,,,,,,,,,
