uid,area,titulo,promesa,avance_total,coherencia,,,boletin,titulo_proyecto,link,1° tramite,veto,insistencia,2°-3° tramite,comision_mixta,tribunal_constitucional,aprobacion_presidencial,promulgado,rechazado/retirado,nombre_avance,avance,simple,suma,inmediata,total_urgencias,marginal,parcial_minima,parcial_alta,total,escala_de_coherencia,justificacion_avance,justificacion_nota,ja_porque,jn_porque,
102,Justicia y DDHH,Nueva regulación para la protección patrimonial de convivientes,"Dentro del ámbito de la protección de las familias y la eliminación de discriminaciones propiciaremos una regulación legal que permita, sin discriminación, proteger patrimonialmente a los convivientes que no opten por el matrimonio u otra forma de regulación civil, en particular al menos favorecido en términos patrimoniales o previsionales, en caso de ruptura o muerte",0%,1,,,,,,,,,,,,,,,,0,,,,0,,,,,1,,,No se conocen proyectos de ley asociados a esta promesa,No se conocen proyectos de ley asociados a esta promesa,
103,Justicia y DDHH,Nueva regulación alternativa al Acuerdo de Vida en Pareja,"El Acuerdo de Vida en Pareja (AVP), propuesto por el actual gobierno, es insuficiente y no constituye un mecanismo de solución “integral” a los problemas de las uniones heterosexuales y homosexuales. Por ello, para las parejas que no optan por el matrimonio propiciaremos una regulación alternativa, que otorgue derechos y protección integral a los convivientes en sus relaciones mutuas personales y patrimoniales",100%,4,,,7011-07,Regula la figura contractual denominada Acuerdo de Vida en Común,https://www.camara.cl/pley/pley_detalle.aspx?prmID=7417&prmBoletin=7011-07,,,,,,,,1,,Promulgado,1,3,16,2,21,,,,1,4,,"El proyecto tiene como objeto homologar, en la mayor cantidad de casos posibles, a los cónyuges con los convivientes civiles.",El proyecto de ley asociado se encuentra despachado y es Ley de la República,El proyecto de ley es totalmente coherente con la promesa realizada,
104,Justicia y DDHH,Sanción al incumplimiento de medidas de protección en caso de violencia intrafamiliar,Buscaremos se sancione directamente el incumplimiento de medidas de protección en caso de violencia intrafamiliar y que el delito de maltrato habitual sea debidamente juzgado,0%,1,,,,,,,,,,,,,,,,0,,,,0,,,,,1,,,No se conocen proyectos de ley asociados a esta promesa,No se conocen proyectos de ley asociados a esta promesa,
105,Justicia y DDHH,Sanción penal a delitos económicos,"En el ámbito del Derecho Penal, impulsaremos una revisión integral de la legislación penal vigente, sin perjuicio de lo cual nos haremos cargo de reformas urgentes, especialmente en el ámbito de los delitos económicos, frente a la premisa de superar el paradigma de una legislación anclada en una visión clasista y estereotipada de la delincuencia",0%,1,,,,,,,,,,,,,,,,0,,,,0,,,,,1,,,No se conocen proyectos de ley asociados a esta promesa,No se conocen proyectos de ley asociados a esta promesa,
106,Justicia y DDHH,Fortalecimiento de los órganos de la justicia penal adolescente,"Especializaremos todos los órganos de la justicia penal de adolescentes (policía, jueces, fiscales y defensores), mediante su capacitación y formación profesional, la creación por ley de incentivos de carrera para la dedicación exclusiva o preferente, y la orientación de metas e indicadores hacia el favorecimiento del proceso de reinserción y el respeto de los derechos y garantías de los adolescentes",100%,2,,,9529-07,"Modifica la ley N° 19.718, que crea la Defensoría Penal Pública, con el objeto de crear cargos para la defensa penal especializada en adolescentes.",https://www.camara.cl/pley/pley_detalle.aspx?prmID=9942&prmBoletin=9529-07,,,,,,,,1,,Promulgado,1,,9,,9,,1,,,2,,"El proyecto permite la provisión de defensa penal especializada de adolescentes, no obstante no hace referencia a la modificación del sistema judicial, de fiscales y de policía. Ver http://www.leychile.cl/Navegar?idLey=20802&tipoVersion=0",El proyecto de ley asociado se encuentra despachado y es Ley de la República,El proyecto de ley es marginalmente coherente con la promesa realizada,
107,Medio Ambiente,Evaluación y reforma del Sistema de Evaluación de Impacto Ambiental,"En materia de fortalecimiento institucional, es necesario evaluar el Sistema de Evaluación de Impacto Ambiental (SEIA,) a la luz de los objetivos iniciales que nos movieron a presentar la reforma a la institucionalidad ambiental en nuestro Gobierno, e impulsaremos con decisión los cambios necesarios que aseguren a todos los ciudadanos, organizaciones y empresarios, una institucionalidad validada desde el punto de vista técnico",0%,1,,,,,,,,,,,,,,,,0,,,,0,,,,,1,,,No se conocen proyectos de ley asociados a esta promesa,No se conocen proyectos de ley asociados a esta promesa,
110,Medio Ambiente,Creación del Servicio de Biodiversidad y Áreas Protegidas,"Completaremos la reforma ambiental iniciada en el período 2006-2010 (...) tramitando el proyecto de ley que crea el Servicio de Biodiversidad y Áreas Protegidas, que definirá las categorías de protección y establecerá los rangos de prohibiciones y limitaciones de actividades para cada una de ellas, fortaleciendo la protección de la biodiversidad, que no sólo se restringe a las áreas protegidas",40%,4,,,9404-12,Crea el Servicio de Biodiversidad y Áreas Protegidas y el Sistema Nacional de Áreas Protegidas.,https://www.camara.cl/pley/pley_detalle.aspx?prmID=9819&prmBoletin=9404-12,1,,,,,,,,,Primer Tramite,"0,4",21,,1,22,,,,1,4,,"El proyecto crea el Servicio de Biodiversidad y Áreas Protegidas con funciones tales como administrar el Sistema Nacional de Áreas Protegidas y elaborar y ejecutar estudios y programas de investigación, conducentes a conocer el estado de la biodiversidad, entre otras.",El proyecto de ley asociado se encuentra en primer trámite constitucional,El proyecto de ley es totalmente coherente con la promesa realizada,
111,Medio Ambiente,Reforma al estatuto jurídico de CONAF,Estudiaremos una solución al estatuto jurídico que debe tener CONAF,0%,1,,,,,,,,,,,,,,,,0,,,,0,,,,,1,,,No se conocen proyectos de ley asociados a esta promesa,No se conocen proyectos de ley asociados a esta promesa,
115,Medio Ambiente,Nueva Ley General de Residuos,"Sobre residuos, daremos prioridad a proponer y tramitar una ley general de residuos. No soluciona el tema la normativa parcial y dispersa que tenemos hoy. Requerimos una ley integral. Buscaremos eliminar las barreras que hoy existen para que se puedan aplicar las mejores tecnologías disponibles y ya probadas en el mundo",85%,"3,5",100%,3,7908-15,Sanciona el transporte de desechos hacia vertederos clandestinos,https://www.camara.cl/pley/pley_detalle.aspx?prmID=8301&prmBoletin=7908-15,,,,,,,,1,,Promulgado,1,9,,,9,,,1,,3,,"Sanciona el transporte de deshechos hacia vertederos clandestinos, pero no constituye una ley integral en materia de deshechos. Ver ley 20.879: http://www.leychile.cl/Navegar?idLey=20879&tipoVersion=0","La promesa cuenta con 2 proyectos de ley asociados en distintos trámites constitucionales, el avance total de la promesa es el promedio del avance de esos proyectos ",La promesa cuenta con 2 proyectos de ley asociados. La coherencia total de esta promesa corresponde a el promedio de las coherencias de esos proyectos,
115,Medio Ambiente,Nueva Ley General de Residuos,,,,70%,4,9094-12,Establece marco para la gestión de residuos y responsabilidad extendida del productor,https://www.camara.cl/pley/pley_detalle.aspx?prmID=9501&prmBoletin=9094-12,,,,1,,,,,,Segundo Tramite,"0,7",12,7,3,22,,,,1,4,,"El objetivo del proyecto es incentivar la prevención en la generación de residuos y fomentar su reutilización, reciclaje y otro tipo de valorización, a fin de proteger la salud de las personas y el medio ambiente.","La promesa cuenta con 2 proyectos de ley asociados en distintos trámites constitucionales, el avance total de la promesa es el promedio del avance de esos proyectos ",La promesa cuenta con 2 proyectos de ley asociados. La coherencia total de esta promesa corresponde a el promedio de las coherencias de esos proyectos,
117,Minería,Fortalecimiento de COCHILCO,"Ante el incremento de la inversión estatal en proyectos mineros, fortaleceremos a COCHILCO con mayores atribuciones para cumplir a cabalidad su rol de resguardo de los intereses del Estado en sus empresas mineras, por medio de la fiscalización y evaluación de inversiones y contratos",0%,1,,,,,,,,,,,,,,,,0,,,,0,,,,,1,,,No se conocen proyectos de ley asociados a esta promesa,No se conocen proyectos de ley asociados a esta promesa,
118,Minería,Fortalecimiento de SERNAGEOMIN,"Adicionalmente, realizaremos un fortalecimiento institucional del SERNAGEOMIN para que desarrolle su labor de control de la seguridad en las faenas mineras",100%,2,,,9624-08,"Modifica la ley N° 20.551, que Regula el Cierre de Faenas e Instalaciones Mineras, y el decreto ley N° 3.525, de 1980, que crea el Sernageomin.",https://www.camara.cl/pley/pley_detalle.aspx?prmID=10042&prmBoletin=9624-08,,,,,,,,1,,Promulgado,1,,10,,10,,1,,,2,,El proyecto perfecciona la forma de cálculo de la vida útil de los proyectos mineros y en relación al SERNAGEOMIN lo faculta para exigir la entrega de información geológica básica de carácter general y establece sanción de multa en caso de incumplimiento. No hay más normas relativas al fortalecimiento de dicho Servicio. Ver ley 20819: http://www.leychile.cl/Navegar?idLey=20819&tipoVersion=0,El proyecto de ley asociado se encuentra despachado y es Ley de la República,El proyecto de ley es marginalmente coherente con la promesa realizada,
119,Minería,Revalorización de la Empresa Nacional de Minería,"Además, revalorizaremos el rol de la Empresa Nacional de Minería (ENAMI) (...). Su actual estructura corporativa le dificulta mostrar eficiencia en su función, por lo que estableceremos un gobierno corporativo moderno",0%,1,,,,,,,,,,,,,,,,0,,,,0,,,,,1,,,No se conocen proyectos de ley asociados a esta promesa,No se conocen proyectos de ley asociados a esta promesa,
120,Minería,Perfeccionamiento del Sistema de Concesiones Mineras,"Estudiaremos y aplicaremos nuevas normas para el perfeccionamiento del sistema de concesiones mineras, de forma que este fomente la exploración y no se constituya en una potencial barrera a la entrada de nuevos actores",0%,1,,,,,,,,,,,,,,,,0,,,,0,,,,,1,,,No se conocen proyectos de ley asociados a esta promesa,No se conocen proyectos de ley asociados a esta promesa,
6,Obras Públicas,Gestión del agua para riego,"Debemos mejorar la gestión del agua para riego eficiente. Potenciaremos las políticas de mejoramientos de canales, pozos profundos y de riego técnificado. Para esto se realizarán los cambios legales y se destinarán los recursos necesarios",0%,1,,,,,,,,,,,,,,,,0,,,,0,,,,,1,,,No se conocen proyectos de ley asociados a esta promesa,No se conocen proyectos de ley asociados a esta promesa,
7,Obras Públicas,Recursos hídricos con fines sociales,Avanzaremos en una normativa que haga posible la existencia de la figura recursos hídricos con fines sociales. Estos usos serán prioritarios y establecerán restricciones al ejercicio de todos los demás usos con fines competitivos,40%,4,,,7543-12,Reforma el Código de Aguas,https://www.camara.cl/pley/pley_detalle.aspx?prmID=7936&prmBoletin=7543-12,1,,,,,,,,,Primer Tramite,"0,4",4,2,,6,,,,1,4,,"El proyecto contempla que se permita a la Administración limitar el ejercicio de los derechos de aprovechamiento en función del interés público, ya sea reduciéndolos temporalmente o redistribuyendo las aguas y establece el consumo humano y el saneamiento como usos prioritarios del agua, los que siempre prevalecerán en el otorgamiento como en la limitación del ejercicio del derecho de aprovechamiento",El proyecto de ley asociado se encuentra en primer trámite constitucional,El proyecto de ley es totalmente coherente con la promesa realizada,
8,Obras Públicas,Sobre el uso de acuíferos,También modificaremos la normativa para redefinir la utilización de los acuíferos sobre-otorgados de acuerdo al uso efectivo de los derechos,40%,4,,,7543-12,Reforma el Código de Aguas,https://www.camara.cl/pley/pley_detalle.aspx?prmID=7936&prmBoletin=7543-12,1,,,,,,,,,Primer Tramite,"0,4",4,2,,6,,,,1,4,,"Se establece que las concesiones caducarán por el solo ministerio de la ley si no se hace un uso efectivo del recurso en un plazo de cuatro o de ocho años, según tengan el carácter de derechos consuntivos o no consuntivos.",El proyecto de ley asociado se encuentra en primer trámite constitucional,El proyecto de ley es totalmente coherente con la promesa realizada,
9,Obras Públicas,Sobre el uso de acuíferos,"Adicionalmente, estableceremos la normativa que permita el intercambio de derechos provisionales y eventuales por aquella proporción no utilizada de los derechos. En el caso de acuíferos con baja recarga pero con gran volumen almacenado, definiremos volúmenes de agua que se pueden extraer en plazos determinados sin generar efectos ambientales adversos",40%,4,,,7543-12,Reforma el Código de Aguas,https://www.camara.cl/pley/pley_detalle.aspx?prmID=7936&prmBoletin=7543-13,1,,,,,,,,,Primer Tramite,"0,4",4,2,,6,,,,1,4,,"“Se entenderá que se afecta la sustentabilidad del acuífero cuando con el volumen de extracción actual se produce un descenso sostenido de los niveles freáticos del acuífero, que se hará irreversible si no se reduce dicho volumen de extracción.”",El proyecto de ley asociado se encuentra en primer trámite constitucional,El proyecto de ley es totalmente coherente con la promesa realizada,
25,Pueblos Indígenas,Financiamiento de Consulta Indigena,Se evaluará un mecanismo de financiamiento a estos procesos de consulta [indígena],0%,1,,,,,,,,,,,,,,,,0,,,,0,,,,,1,,,No se conocen proyectos de ley asociados a esta promesa,No se conocen proyectos de ley asociados a esta promesa,
154,Pueblos Indígenas,Reconocimiento constitucional de Pueblos Indígenas,"Tenemos por delante el desafío impostergable de reconocer constitucionalmente a los Pueblos Indígenas en el marco de la discusión de una Nueva Constitución para Chile, y debatir ahí un nuevo modo de convivencia como sociedad pluricultural",0%,1,,,,,,,,,,,,,,,,0,,,,0,,,,,1,,,No se conocen proyectos de ley asociados a esta promesa,No se conocen proyectos de ley asociados a esta promesa,
155,Pueblos Indígenas,Creación de Estatutos Especiales de Autonomía,éstos en los distintos niveles de toma de decisiones. Desarrollaremos un proceso de consulta con los Pueblos Indígenas para establecer reformas que generen espacios de autonomía y autodeterminación a nivel territorial mediante la generación de Estatutos Especiales de Autonomía,0%,1,,,,,,,,,,,,,,,,0,,,,0,,,,,1,,,No se conocen proyectos de ley asociados a esta promesa,No se conocen proyectos de ley asociados a esta promesa,
156,Pueblos Indígenas,Director de la CONADI adquiere rango de Ministro de Asuntos Indígenas,"Por esto, en los primeros 100 días de Gobierno enviaremos un proyecto de ley con discusión inmediata, que confiere rango de Ministro de Asuntos Indígenas al Director de la Conadi",0%,1,,,,,,,,,,,,,,,,0,,,,0,,,,,1,,,No se conocen proyectos de ley asociados a esta promesa,No se conocen proyectos de ley asociados a esta promesa,
157,Pueblos Indígenas,Creación del Ministerio de Asuntos Indígenas,"Para que tenga más fuerza esta institución se enviará al Congreso el proyecto de ley que crea el Ministerio de Asuntos Indígenas, que será además el encargado de colaborar con el Presidente de la República en la definición de una política indígena para Chile",0%,1,,,,,,,,,,,,,,,,0,,,,0,,,,,1,,"creación del ministerio de asuntos indigenas para que colaboren con el Presidente de la República en la creación, coordinación y evaluación de políticas, planes y programas destinados a fortalecer el respeto de los derechos de los pueblos indígenas",No se conocen proyectos de ley asociados a esta promesa,No se conocen proyectos de ley asociados a esta promesa,
158,Pueblos Indígenas,Creación del Consejo de Pueblos Indígenas,"Enviaremos el proyecto de ley que crea el Consejo de Pueblos Indígenas, autónomo y representativo de los diversos pueblos que existen en Chile",40%,4,,,10526-06,Crea el Consejo de Pueblos Indígenas.,,1,,,,,,,,,Primer Tramite,"0,4",,,,0,,,,1,4,,,El proyecto de ley asociado se encuentra en primer trámite constitucional,El proyecto de ley es totalmente coherente con la promesa realizada,
160,Salud,Plan Nacional para formación y retención de médicos especialistas,"Vamos a desarrollar un Plan Nacional para la formación y retención de especialidades médicas para apoyar la formación de 4.000 nuevos especialistas y que incentive el ingreso de más de 5.000 médicos a los programas de formación, junto con articular una política moderna para el desarrollo del recurso humano médico especializado",70%,4,100%,4,9865-11,Perfecciona normativa sobre profesionales y trabajadores del sector público de salud,https://www.camara.cl/pley/pley_detalle.aspx?prmID=10284&prmBoletin=9865-11,,,,,,,,1,,Promulgado,1,,,2,2,,,,1,4,,"El proyecto contempla medidas que constituyen incentivos que permitan atraer y retener a profesionales de la salud, especialmente médicos.","La promesa cuenta con 2 proyectos de ley asociados en distintos trámites constitucionales, el avance total de la promesa es el promedio del avance de esos proyectos ",La promesa cuenta con 2 proyectos de ley asociados. La coherencia total de esta promesa corresponde a el promedio de las coherencias de esos proyectos,
160,Salud,Plan Nacional para formación y retención de médicos especialistas,,,,40%,4,10490-11,"Modifica la ley N° 15.076, para fortalecer el proceso de ingreso y formación en especialidades médicas y odontológicas, y la ley N° 19.664, con el objeto de otorgar beneficios al personal afecto a dicho texto legal",https://www.camara.cl/pley/pley_detalle.aspx?prmID=10914&prmBoletin=10490-11,1,,,,,,,,,Primer Tramite,"0,4",,,,,,,,1,4,,"Proyecto de ley tiene por objeto mejorar los estímulos que fortalezcan el proceso de ingreso y de formación en especialidades médicas y odontológicas, previo a su ingreso a la especialidad, para hacer más atractiva esta etapa de la vida profesional. Para lo anterior, se establecen  nuevos beneficios durante el desempeño de las becas de formación otorgadas tanto por el Ministerio de Salud, como por los Servicios de Salud","La promesa cuenta con 2 proyectos de ley asociados en distintos trámites constitucionales, el avance total de la promesa es el promedio del avance de esos proyectos ",La promesa cuenta con 2 proyectos de ley asociados. La coherencia total de esta promesa corresponde a el promedio de las coherencias de esos proyectos,
161,Salud,Propuesta de Proyecto de Ley de Isapres,"Convocaremos a un equipo de expertos con el mandato de redactar una propuesta de Proyecto de Ley de Isapres, que esté en el contexto del funcionamiento global del sistema de seguridad social en el ámbito de la salud",0%,1,,,,,,,,,,,,,,,,0,,,,0,,,,,1,,,No se conocen proyectos de ley asociados a esta promesa,No se conocen proyectos de ley asociados a esta promesa,
162,Salud,Creación de Fondo Especial de Medicamentos de Alto Costo,"Generaremos un Fondo Especial de Medicamentos de Alto Costo, que pueda responder a la demanda de nuestros beneficiarios, bajo protocolos y guías clínicas elaboradas por grupos de expertos",100%,4,,,9851-11,Crea un Sistema de Protección Financiera para Tratamientos de Alto costo y rinde homenaje póstumo a don Luis Ricarte Soto Gallegos,https://www.camara.cl/pley/pley_detalle.aspx?prmID=10267&prmBoletin=9851-11,,,,,,,,1,,Promulgado,1,,,,0,,,,1,4,,El proyecto incorpora al Régimen General de Garantías en Salud el Sistema de Protección Financiera para Tratamientos de Alto Costo. Ver Ley: http://www.leychile.cl/Navegar?idLey=20850&tipoVersion=0,El proyecto de ley asociado se encuentra despachado y es Ley de la República,El proyecto de ley es totalmente coherente con la promesa realizada,
71,Seguridad Ciudadana,Aumento de dotación de policías,Aumentaremos la dotación de la Policía de Investigaciones en 1.200 nuevos funcionarios,100%,4,,,9373-25,"Aumenta dotación de personal de Policía de Investigaciones de Chile; modifica estatuto de su personal y modifica el decreto ley N° 2.460, de 1979, Ley Orgánica de la Policía de Investigaciones. ",https://www.camara.cl/pley/pley_detalle.aspx?prmID=9787&prmBoletin=9373-25,,,,,,,,1,,Promulgado,1,,,,0,,,,1,4,,El proyecto incrementa la dotación de la PDI en un poco más de 1.200 funcionarios,El proyecto de ley asociado se encuentra despachado y es Ley de la República,El proyecto de ley es totalmente coherente con la promesa realizada,
135,Seguridad Ciudadana,Reforma al sistema de sanciones alternativas a la cárcel,"Reformaremos las sanciones alternativas a la cárcel y las medidas alternativas al proceso, asegurando su cumplimiento efectivo e idoneidad",70%,2,,,9885-07,"Facilita la aplicación efectiva de las penas establecidas para los delitos de robo, hurto y receptación y mejora la persecución penal en dichos delitos. ",https://www.camara.cl/pley/pley_detalle.aspx?prmID=10302&prmBoletin=9885-07,,,,1,,,,,,Segundo Tramite,"0,7",1,20,11,32,,1,,,2,,"El proyecto modifica las normas relativas a las sanciones mixtas con el objeto de restringir su campo de acción para el caso de délitos de alto impacto social, tales como robos, homicidios, delitos financieros y de trafico de estupefacientes, sin embargo no trata las reforma de las sanciones ni las medidas alternativas al proceso. Tampoco se refiere a la la efectividad de las mismas.",El proyecto de ley asociado se encuentra en segundo trámite constitucional,El proyecto de ley es marginalmente coherente con la promesa realizada,
153,Seguridad Ciudadana,Creación del Servicio Nacional de Reinserción Social de Adolescentes,"A partir de la división del actual Servicio Nacional de Menores (SENAME), crearemos el Servicio Nacional de Reinserción Social de Adolescentes, entidad pública especializada y altamente calificado que asuma responsabilidad directa, en coordinación con las demás agencias del Estado, por el proceso de reinserción social de cada adolescente infractor. Respecto la otra función de SENAME, la protección de menores en situación irregular, quedará radicada en el Servicio Nacional de Protección de Menores, dependiente del Ministerio de Desarrollo Social",0%,1,,,,,,,,,,,,,,,,0,,,,0,,,,,1,,,No se conocen proyectos de ley asociados a esta promesa,No se conocen proyectos de ley asociados a esta promesa,
159,Defensa,Modificación de Ley Antiterrorista,"La Ley Antiterrorista será modificada para adecuarla a los estándares internacionales, tal como le han recomendado al Estado de Chile los órganos internacionales de protección de derechos humanos",40%,4,,,9692-07,Determina conductas terroristas y su penalidad y modifica los Códigos Penal y Procesal Penal.,https://www.camara.cl/pley/pley_detalle.aspx?prmID=10106&prmBoletin=9692-07,1,,,,,,,,,Primer Tramite,"0,4",,,,0,,,,1,4,,El proyecto modifica nuestra legislación antiterrorista tomando en cuenta las recomendaciones realizadas por los informes de las organizaciones internacionales sobre el tema.,El proyecto de ley asociado se encuentra en primer trámite constitucional,El proyecto de ley es totalmente coherente con la promesa realizada,
163,Seguridad Ciudadana,Seguridad ciudadana como prioridad municipal,"Promoveremos el derecho de los ciudadanos a vivir en ciudades o localidades más seguras. Esto implica fortalecer el rol de prevención social y situacional que los municipios ejercen, para lo que incorporaremos la seguridad ciudadana como un eje transversal y con preponderancia en el organigrama municipal",70%,4,,,9601-25,"Modifica la ley N° 18.695, orgánica constitucional de Municipalidades, y la ley N° 20.502, que crea el Ministerio del Interior y Seguridad Pública, permitiendo la creación de los consejos comunales y los planes comunales de seguridad pública",https://www.camara.cl/pley/pley_detalle.aspx?prmID=10016&prmBoletin=9601-25,,,,1,,,,,,Segundo Tramite,"0,7",3,19,1,23,,,,1,4,,"El proyecto busca fortalecer el rol Municipal en la seguridad pública, establecer un plan comunal de seguridad pública como instrumento de gestión comunal y la creación de los consejos comunales de seguridad pública.",El proyecto de ley asociado se encuentra en segundo trámite constitucional,El proyecto de ley es totalmente coherente con la promesa realizada,
167,Seguridad Ciudadana,Determinación de niveles de porte de droga para micro-tráfico y consumo personal,"Entregaremos a la potestad reglamentaria de ejecución, la determinación de los niveles o cuantía de droga que debe considerarse constitutiva de micro tráfico y, consecuentemente, aquella que le está permitido portar a una persona para su consumo personal inmediato en el tiempo",0%,1,,,,,,,,,,,,,,,,0,,,,0,,,,,1,,,No se conocen proyectos de ley asociados a esta promesa,No se conocen proyectos de ley asociados a esta promesa,
168,Seguridad Ciudadana,Fortalecimiento de Tribunales de Tratamiento de Drogas,"Dotaremos de adecuado sustento institucional a los Tribunales de Tratamiento de Drogas, y extenderemos su competencia a diversos casos",0%,1,,,,,,,,,,,,,,,,0,,,,0,,,,,1,,,No se conocen proyectos de ley asociados a esta promesa,No se conocen proyectos de ley asociados a esta promesa,
169,Seguridad Ciudadana,Mecanismos de rendición de cuentas de Ministerio Público y Policías,"Revisaremos y mejoraremos los mecanismos legales de rendición de cuentas públicas previstos en las leyes orgánicas respectivas tanto de la gestión administrativa, presupuestaria y sustantiva del Ministerio Público y las policías",100%,2,,,9336-25,"Aumenta las plantas de personal de Carabineros de Chile; modifica la ley N° 20.502, que crea el Ministerio del Interior y Seguridad Pública, y la ley N° 18.961, Orgánica Constitucional de Carabineros",https://www.camara.cl/pley/pley_detalle.aspx?prmID=9748&prmBoletin=9336-25,,,,,,,,1,,Promulgado,1,,,,0,,1,,,2,,"Se establece la facultad del Ministerio para solicitar a las Fuerzas de Orden y Seguridad Pública, al menos semestralmente, informes, antecedentes y estadísticas tendientes a materializar una evaluación de las medidas y programas adoptados por dichas Fuerzas para una eficaz, racional y eficiente mantención del orden público. Sin embargo, faltan otras ramas de las policías.",El proyecto de ley asociado se encuentra despachado y es Ley de la República,El proyecto de ley es marginalmente coherente con la promesa realizada,
170,Seguridad Ciudadana,Perfeccionamiento Ley Orgánica del Ministerio Público,"Adicionalmente, revisaremos la Ley Orgánica del Ministerio Público y enviaremos un proyecto de ley al Congreso con el objetivo de flexibilizar su diseño, de manera de permitir un funcionamiento más eficaz de la institución en materia de persecución de los delitos, coordinación interinstitucional y estructura organizacional",70%,3,40%,2,9608-07,Crea el cargo de Fiscal Especial de Alta Complejidad en el Ministerio Público.,https://www.camara.cl/pley/pley_detalle.aspx?prmID=10022&prmBoletin=9608-07,1,,,,,,,,,Primer Tramite,"0,4",1,8,,9,,1,,,2,,"El proyecto crea la Fiscalía Especial de Alta Complejidad, dedicada a la investigación y persecución de cierto tipo de delitos cuya gravedad y significancia social requiere de una dedicación exclusiva y con personal especializado en la materia. Con esto también se pretende lograr una descongestión en el trabajo de las fiscalías locales. No realiza modificaciones a la Ley Orgánica del Ministerio Público.","La promesa cuenta con 2 proyectos de ley asociados en distintos trámites constitucionales, el avance total de la promesa es el promedio del avance de esos proyectos ",La promesa cuenta con 2 proyectos de ley asociados. La coherencia total de esta promesa corresponde a el promedio de las coherencias de esos proyectos,
170,Seguridad Ciudadana,Perfeccionamiento Ley Orgánica del Ministerio Público,,,,100%,4,8265-07,Fortalece el Ministerio Público,https://www.camara.cl/pley/pley_detalle.aspx?prmID=8657&prmBoletin=8265-07,,,,,,,,1,,Promulgado,1,,,,0,,,,1,4,,"La indicación sustitutiva tiene por objeto el  fortalecimiento integral y modernización del Ministerio Público, potenciando tres áreas: 1) el desarrollo institucional; 2) la investigación y tramitación de causas menos complejas y complejas; 3) la atención de víctimas y testigos. Ver ley 20861: http://www.leychile.cl/Navegar?idLey=20861&tipoVersion=0","La promesa cuenta con 2 proyectos de ley asociados en distintos trámites constitucionales, el avance total de la promesa es el promedio del avance de esos proyectos ",La promesa cuenta con 2 proyectos de ley asociados. La coherencia total de esta promesa corresponde a el promedio de las coherencias de esos proyectos,
171,Seguridad Ciudadana,Creación de Servicio Público descentralizado de apoyo a víctimas,"Adicionalmente, crearemos un Servicio Público Descentralizado de Apoyo a Víctimas -radicado en el Ministerio de Interior y Seguridad Pública- que asuma la dirección de los Centros de Atención de Víctimas, y lidere de Red de Atención a Víctimas",0%,1,,,,,,,,,,,,,,,,0,,,,0,,,,,1,,,No se conocen proyectos de ley asociados a esta promesa,No se conocen proyectos de ley asociados a esta promesa,
172,Seguridad Ciudadana,Modernización de servicios auxiliares del sistema procesal penal,"Desde el inicio del nuevo sistema procesal penal, un cuello de botella para su funcionamiento ha sido la capacidad de los organismos auxiliares (Servicio Médico Legal, Instituto de Salud Pública, Laboratorios Policiales, etc.). Realizaremos una modernización y fortalecimiento de los servicios auxiliares que tienen por función producir evidencia científica para el sistema",70%,4,100%,4,9238-07,Establece mejoras para el personal del Servicio Médico Legal.,https://www.camara.cl/pley/pley_detalle.aspx?prmID=9650&prmBoletin=9238-07,,,,,,,,1,,Promulgado,1,1,2,2,5,,,,1,4,,Se otorgan facultades a la Presidenta para modificar la planta del Servicio Médico Legal y se concede un bono especial a ciertos funcionarios,"La promesa cuenta con 2 proyectos de ley asociados en distintos trámites constitucionales, el avance total de la promesa es el promedio del avance de esos proyectos ",La promesa cuenta con 2 proyectos de ley asociados. La coherencia total de esta promesa corresponde a el promedio de las coherencias de esos proyectos,
172,Seguridad Ciudadana,Modernización de servicios auxiliares del sistema procesal penal,,,,40%,4,10523-11,Fortalecimiento de la gestión del Instituto de Salud Pública de Chile.,https://www.camara.cl/pley/pley_detalle.aspx?prmID=10935&prmBoletin=10523-11,1,,,,,,,,,Primer Tramite,"0,4",,,,,,,,1,4,,"El proyecto de ley busca fortalecer el ISP mediante el otorgamiento al personal del Instituto de Salud Pública de una asignación de fortalecimiento de la autoridad sanitaria; el	perfeccionamiento de la asignación de dedicación exclusiva; y el incremento de la rendición de cuentas del ISP,","La promesa cuenta con 2 proyectos de ley asociados en distintos trámites constitucionales, el avance total de la promesa es el promedio del avance de esos proyectos ",La promesa cuenta con 2 proyectos de ley asociados. La coherencia total de esta promesa corresponde a el promedio de las coherencias de esos proyectos,
173,Seguridad Ciudadana,Aumento de dotación de carabineros,"Enviaremos al Congreso dentro de los primeros 100 días de Gobierno el proyecto de ley para aumentar la dotación a 6.000 de nuevos carabineros a razón de 1.500 por año, y aumentar los denominados llamados al servicio",100%,4,,,9336-25,"Aumenta las plantas de personal de Carabineros de Chile; modifica la ley N° 20.502, que crea el Ministerio del Interior y Seguridad Pública, y la ley N° 18.961, Orgánica Constitucional  de Carabineros",https://www.camara.cl/pley/pley_detalle.aspx?prmID=9748&prmBoletin=9336-25,,,,,,,,1,,Promulgado,1,4,2,,6,,,,1,4,,"El proyecto incrementa en 6.000 efectivos la dotación de Carabineros, en un período de cuatro años, entre el año 2015 y el año 2018, en un rango de 1.500 anuales.",El proyecto de ley asociado se encuentra despachado y es Ley de la República,El proyecto de ley es totalmente coherente con la promesa realizada,
